sensor_id,timestamp,aqi,traffic_density,energy_kwh
sensor_kallio,2024-01-26 19:30:00,46.7,0.119,412.7
sensor_kamppi,2024-01-26 19:30:00,30.1,0.08,401.0
sensor_pasila,2024-01-26 19:30:00,43.4,0.127,437.8
sensor_kallio,2024-01-26 20:00:00,29.2,0.127,376.6
sensor_kamppi,2024-01-26 20:00:00,37.4,0.111,438.6
sensor_pasila,2024-01-26 20:00:00,31.7,0.08,446.9
sensor_kallio,2024-01-26 20:30:00,36.3,0.142,402.9
sensor_kamppi,2024-01-26 20:30:00,25.0,0.09,423.9
sensor_pasila,2024-01-26 20:30:00,47.5,0.083,420.8
sensor_kallio,2024-01-26 21:00:00,27.4,0.141,389.5
sensor_kamppi,2024-01-26 21:00:00,34.2,0.114,378.1
sensor_pasila,2024-01-26 21:00:00,16.6,0.141,415.2
sensor_kallio,2024-01-26 21:30:00,34.4,0.067,353.9
sensor_kamppi,2024-01-26 21:30:00,33.8,0.167,380.5
sensor_pasila,2024-01-26 21:30:00,36.6,0.108,354.6
sensor_kallio,2024-01-26 22:00:00,34.7,0.192,299.9
sensor_kamppi,2024-01-26 22:00:00,27.7,0.128,340.4
sensor_pasila,2024-01-26 22:00:00,29.9,0.07,283.2
sensor_kallio,2024-01-26 22:30:00,36.8,0.065,324.5
sensor_kamppi,2024-01-26 22:30:00,26.4,0.126,343.9
sensor_pasila,2024-01-26 22:30:00,36.8,0.149,302.8
sensor_kallio,2024-01-26 23:00:00,26.4,0.134,241.6
sensor_kamppi,2024-01-26 23:00:00,42.4,0.067,273.2
sensor_pasila,2024-01-26 23:00:00,32.5,0.071,283.6
sensor_kallio,2024-01-26 23:30:00,28.0,0.091,296.4
sensor_kamppi,2024-01-26 23:30:00,24.4,0.129,292.9
sensor_pasila,2024-01-26 23:30:00,39.6,0.068,291.9
sensor_kallio,2024-01-27 00:00:00,37.5,0.095,293.0
sensor_kamppi,2024-01-27 00:00:00,19.9,0.127,332.5
sensor_pasila,2024-01-27 00:00:00,37.2,0.1,305.8
sensor_kallio,2024-01-27 00:30:00,13.6,0.09,324.7
sensor_kamppi,2024-01-27 00:30:00,20.2,0.086,327.4
sensor_pasila,2024-01-27 00:30:00,33.0,0.097,269.8
sensor_kallio,2024-01-27 01:00:00,26.6,0.069,297.9
sensor_kamppi,2024-01-27 01:00:00,16.9,0.115,288.7
sensor_pasila,2024-01-27 01:00:00,33.8,0.087,314.1
sensor_kallio,2024-01-27 01:30:00,25.5,0.089,287.4
sensor_kamppi,2024-01-27 01:30:00,37.0,0.087,257.9
sensor_pasila,2024-01-27 01:30:00,32.5,0.028,235.9
sensor_kallio,2024-01-27 02:00:00,39.0,0.023,248.3
sensor_kamppi,2024-01-27 02:00:00,33.5,0.079,247.1
sensor_pasila,2024-01-27 02:00:00,36.1,0.092,208.2
sensor_kallio,2024-01-27 02:30:00,37.7,0.108,258.2
sensor_kamppi,2024-01-27 02:30:00,24.6,0.046,297.8
sensor_pasila,2024-01-27 02:30:00,33.2,0.128,266.9
sensor_kallio,2024-01-27 03:00:00,35.3,0.148,297.5
sensor_kamppi,2024-01-27 03:00:00,47.9,0.078,252.7
sensor_pasila,2024-01-27 03:00:00,41.7,0.105,269.9
sensor_kallio,2024-01-27 03:30:00,30.2,0.056,294.6
sensor_kamppi,2024-01-27 03:30:00,37.1,0.072,267.5
sensor_pasila,2024-01-27 03:30:00,30.1,0.082,255.4
sensor_kallio,2024-01-27 04:00:00,41.7,0.118,308.3
sensor_kamppi,2024-01-27 04:00:00,57.5,0.106,301.5
sensor_pasila,2024-01-27 04:00:00,41.4,0.133,287.6
sensor_kallio,2024-01-27 04:30:00,52.0,0.112,298.0
sensor_kamppi,2024-01-27 04:30:00,50.6,0.13,349.5
sensor_pasila,2024-01-27 04:30:00,43.7,0.083,312.0
sensor_kallio,2024-01-27 05:00:00,41.6,0.17,328.9
sensor_kamppi,2024-01-27 05:00:00,48.0,0.133,337.3
sensor_pasila,2024-01-27 05:00:00,35.0,0.117,371.8
sensor_kallio,2024-01-27 05:30:00,46.6,0.151,380.9
sensor_kamppi,2024-01-27 05:30:00,36.6,0.164,373.0
sensor_pasila,2024-01-27 05:30:00,41.0,0.123,345.0
sensor_kallio,2024-01-27 06:00:00,39.7,0.308,407.4
sensor_kamppi,2024-01-27 06:00:00,29.7,0.314,421.8
sensor_pasila,2024-01-27 06:00:00,39.8,0.327,422.2
sensor_kallio,2024-01-27 06:30:00,46.0,0.286,433.6
sensor_kamppi,2024-01-27 06:30:00,44.2,0.347,406.7
sensor_pasila,2024-01-27 06:30:00,28.5,0.264,424.1
sensor_kallio,2024-01-27 07:00:00,51.1,0.608,458.1
sensor_kamppi,2024-01-27 07:00:00,64.2,0.572,454.1
sensor_pasila,2024-01-27 07:00:00,51.8,0.558,448.2
sensor_kallio,2024-01-27 07:30:00,55.5,0.612,474.4
sensor_kamppi,2024-01-27 07:30:00,72.1,0.59,426.9
sensor_pasila,2024-01-27 07:30:00,51.6,0.587,452.3
sensor_kallio,2024-01-27 08:00:00,52.6,0.698,425.3
sensor_kamppi,2024-01-27 08:00:00,42.9,0.686,447.5
sensor_pasila,2024-01-27 08:00:00,58.4,0.718,456.1
sensor_kallio,2024-01-27 08:30:00,40.4,0.729,434.1
sensor_kamppi,2024-01-27 08:30:00,54.8,0.792,429.0
sensor_pasila,2024-01-27 08:30:00,51.8,0.745,442.9
sensor_kallio,2024-01-27 09:00:00,44.2,0.571,406.4
sensor_kamppi,2024-01-27 09:00:00,32.1,0.594,407.3
sensor_pasila,2024-01-27 09:00:00,48.9,0.574,407.3
sensor_kallio,2024-01-27 09:30:00,63.9,0.567,381.6
sensor_kamppi,2024-01-27 09:30:00,52.9,0.629,403.1
sensor_pasila,2024-01-27 09:30:00,52.8,0.554,392.5
sensor_kallio,2024-01-27 10:00:00,57.4,0.31,365.5
sensor_kamppi,2024-01-27 10:00:00,50.4,0.329,348.0
sensor_pasila,2024-01-27 10:00:00,56.9,0.307,339.3
sensor_kallio,2024-01-27 10:30:00,48.9,0.263,367.5
sensor_kamppi,2024-01-27 10:30:00,55.3,0.273,353.1
sensor_pasila,2024-01-27 10:30:00,51.1,0.308,367.5
sensor_kallio,2024-01-27 11:00:00,56.8,0.181,316.2
sensor_kamppi,2024-01-27 11:00:00,65.3,0.109,300.1
sensor_pasila,2024-01-27 11:00:00,55.6,0.134,337.4
sensor_kallio,2024-01-27 11:30:00,46.1,0.164,345.2
sensor_kamppi,2024-01-27 11:30:00,45.7,0.124,344.7
sensor_pasila,2024-01-27 11:30:00,54.0,0.117,297.3
sensor_kallio,2024-01-27 12:00:00,57.3,0.138,223.4
sensor_kamppi,2024-01-27 12:00:00,51.4,0.087,310.7
sensor_pasila,2024-01-27 12:00:00,53.6,0.13,256.5
sensor_kallio,2024-01-27 12:30:00,51.3,0.029,292.7
sensor_kamppi,2024-01-27 12:30:00,64.5,0.094,249.6
sensor_pasila,2024-01-27 12:30:00,65.9,0.088,274.6
sensor_kallio,2024-01-27 13:00:00,59.2,0.113,242.7
sensor_kamppi,2024-01-27 13:00:00,73.8,0.06,268.0
sensor_pasila,2024-01-27 13:00:00,49.3,0.096,264.1
sensor_kallio,2024-01-27 13:30:00,40.7,0.109,281.0
sensor_kamppi,2024-01-27 13:30:00,47.2,0.134,271.5
sensor_pasila,2024-01-27 13:30:00,54.9,0.07,241.5
sensor_kallio,2024-01-27 14:00:00,52.8,0.114,276.1
sensor_kamppi,2024-01-27 14:00:00,33.0,0.125,250.5
sensor_pasila,2024-01-27 14:00:00,57.4,0.163,301.4
sensor_kallio,2024-01-27 14:30:00,49.3,0.113,238.7
sensor_kamppi,2024-01-27 14:30:00,47.7,0.169,233.7
sensor_pasila,2024-01-27 14:30:00,52.2,0.094,283.0
sensor_kallio,2024-01-27 15:00:00,44.7,0.124,310.5
sensor_kamppi,2024-01-27 15:00:00,37.1,0.073,320.2
sensor_pasila,2024-01-27 15:00:00,40.6,0.125,267.8
sensor_kallio,2024-01-27 15:30:00,58.4,0.067,340.0
sensor_kamppi,2024-01-27 15:30:00,64.9,0.092,342.2
sensor_pasila,2024-01-27 15:30:00,49.0,0.112,341.9
sensor_kallio,2024-01-27 16:00:00,43.2,0.128,346.5
sensor_kamppi,2024-01-27 16:00:00,61.0,0.082,384.7
sensor_pasila,2024-01-27 16:00:00,46.2,0.12,322.6
sensor_kallio,2024-01-27 16:30:00,44.9,0.118,371.2
sensor_kamppi,2024-01-27 16:30:00,39.9,0.131,357.9
sensor_pasila,2024-01-27 16:30:00,39.6,0.109,360.8
sensor_kallio,2024-01-27 17:00:00,36.2,0.061,428.0
sensor_kamppi,2024-01-27 17:00:00,35.7,0.092,435.4
sensor_pasila,2024-01-27 17:00:00,40.4,0.11,398.3
sensor_kallio,2024-01-27 17:30:00,37.7,0.054,441.8
sensor_kamppi,2024-01-27 17:30:00,46.1,0.11,408.6
sensor_pasila,2024-01-27 17:30:00,37.6,0.105,388.2
sensor_kallio,2024-01-27 18:00:00,41.2,0.114,432.3
sensor_kamppi,2024-01-27 18:00:00,45.3,0.119,444.2
sensor_pasila,2024-01-27 18:00:00,31.3,0.078,434.7
sensor_kallio,2024-01-27 18:30:00,47.5,0.098,440.4
sensor_kamppi,2024-01-27 18:30:00,39.4,0.089,443.4
sensor_pasila,2024-01-27 18:30:00,31.2,0.077,472.4
sensor_kallio,2024-01-27 19:00:00,42.3,0.082,445.9
sensor_kamppi,2024-01-27 19:00:00,31.8,0.067,440.7
sensor_pasila,2024-01-27 19:00:00,32.3,0.139,431.9
sensor_kallio,2024-01-27 19:30:00,30.8,0.1,432.0
sensor_kamppi,2024-01-27 19:30:00,43.5,0.121,418.0
sensor_pasila,2024-01-27 19:30:00,39.5,0.135,443.6
sensor_kallio,2024-01-27 20:00:00,40.7,0.081,429.9
sensor_kamppi,2024-01-27 20:00:00,34.6,0.135,413.3
sensor_pasila,2024-01-27 20:00:00,36.2,0.049,382.5
sensor_kallio,2024-01-27 20:30:00,34.0,0.068,384.2
sensor_kamppi,2024-01-27 20:30:00,10.0,0.068,413.3
sensor_pasila,2024-01-27 20:30:00,27.5,0.117,371.7
sensor_kallio,2024-01-27 21:00:00,45.1,0.136,313.4
sensor_kamppi,2024-01-27 21:00:00,11.5,0.101,327.8
sensor_pasila,2024-01-27 21:00:00,28.0,0.11,322.6
sensor_kallio,2024-01-27 21:30:00,36.0,0.097,333.0
sensor_kamppi,2024-01-27 21:30:00,44.6,0.119,348.8
sensor_pasila,2024-01-27 21:30:00,36.8,0.08,327.3
sensor_kallio,2024-01-27 22:00:00,29.1,0.103,309.2
sensor_kamppi,2024-01-27 22:00:00,29.9,0.103,307.8
sensor_pasila,2024-01-27 22:00:00,31.2,0.131,310.4
sensor_kallio,2024-01-27 22:30:00,35.4,0.088,295.4
sensor_kamppi,2024-01-27 22:30:00,16.1,0.112,314.5
sensor_pasila,2024-01-27 22:30:00,23.9,0.062,343.8
sensor_kallio,2024-01-27 23:00:00,32.7,0.087,274.4
sensor_kamppi,2024-01-27 23:00:00,23.3,0.103,276.6
sensor_pasila,2024-01-27 23:00:00,22.3,0.065,277.0
sensor_kallio,2024-01-27 23:30:00,21.4,0.126,267.4
sensor_kamppi,2024-01-27 23:30:00,27.1,0.12,276.8
sensor_pasila,2024-01-27 23:30:00,34.1,0.079,279.7
sensor_kallio,2024-01-28 00:00:00,34.9,0.092,304.5
sensor_kamppi,2024-01-28 00:00:00,34.7,0.126,298.4
sensor_pasila,2024-01-28 00:00:00,32.9,0.075,280.2
sensor_kallio,2024-01-28 00:30:00,34.4,0.098,291.7
sensor_kamppi,2024-01-28 00:30:00,20.9,0.11,316.6
sensor_pasila,2024-01-28 00:30:00,35.1,0.105,303.1
sensor_kallio,2024-01-28 01:00:00,38.6,0.159,270.8
sensor_kamppi,2024-01-28 01:00:00,26.6,0.101,262.3
sensor_pasila,2024-01-28 01:00:00,24.8,0.103,272.4
sensor_kallio,2024-01-28 01:30:00,25.5,0.132,326.5
sensor_kamppi,2024-01-28 01:30:00,34.5,0.073,272.1
sensor_pasila,2024-01-28 01:30:00,34.0,0.097,273.1
sensor_kallio,2024-01-28 02:00:00,35.8,0.071,269.7
sensor_kamppi,2024-01-28 02:00:00,26.2,0.154,245.3
sensor_pasila,2024-01-28 02:00:00,24.6,0.123,232.7
sensor_kallio,2024-01-28 02:30:00,60.3,0.137,272.5
sensor_kamppi,2024-01-28 02:30:00,24.8,0.122,273.3
sensor_pasila,2024-01-28 02:30:00,32.3,0.084,243.9
sensor_kallio,2024-01-28 03:00:00,39.4,0.118,262.8
sensor_kamppi,2024-01-28 03:00:00,33.9,0.126,298.0
sensor_pasila,2024-01-28 03:00:00,36.1,0.09,285.4
sensor_kallio,2024-01-28 03:30:00,22.7,0.085,256.1
sensor_kamppi,2024-01-28 03:30:00,31.0,0.109,294.4
sensor_pasila,2024-01-28 03:30:00,46.4,0.149,265.3
sensor_kallio,2024-01-28 04:00:00,40.5,0.088,318.2
sensor_kamppi,2024-01-28 04:00:00,35.6,0.124,331.2
sensor_pasila,2024-01-28 04:00:00,36.5,0.145,324.4
sensor_kallio,2024-01-28 04:30:00,35.9,0.083,342.7
sensor_kamppi,2024-01-28 04:30:00,28.6,0.161,350.8
sensor_pasila,2024-01-28 04:30:00,41.1,0.114,308.0
sensor_kallio,2024-01-28 05:00:00,35.2,0.174,350.4
sensor_kamppi,2024-01-28 05:00:00,41.1,0.209,365.9
sensor_pasila,2024-01-28 05:00:00,54.5,0.194,379.2
sensor_kallio,2024-01-28 05:30:00,47.2,0.204,357.8
sensor_kamppi,2024-01-28 05:30:00,36.8,0.142,339.3
sensor_pasila,2024-01-28 05:30:00,37.7,0.133,382.8
sensor_kallio,2024-01-28 06:00:00,48.1,0.29,398.0
sensor_kamppi,2024-01-28 06:00:00,37.2,0.263,387.8
sensor_pasila,2024-01-28 06:00:00,36.9,0.306,416.5
sensor_kallio,2024-01-28 06:30:00,41.4,0.302,418.9
sensor_kamppi,2024-01-28 06:30:00,51.8,0.291,416.4
sensor_pasila,2024-01-28 06:30:00,46.2,0.247,432.3
sensor_kallio,2024-01-28 07:00:00,52.0,0.597,448.0
sensor_kamppi,2024-01-28 07:00:00,61.5,0.545,483.9
sensor_pasila,2024-01-28 07:00:00,45.0,0.552,399.6
sensor_kallio,2024-01-28 07:30:00,41.2,0.585,425.7
sensor_kamppi,2024-01-28 07:30:00,35.0,0.604,395.3
sensor_pasila,2024-01-28 07:30:00,42.4,0.647,445.6
sensor_kallio,2024-01-28 08:00:00,48.8,0.756,440.4
sensor_kamppi,2024-01-28 08:00:00,56.5,0.755,440.4
sensor_pasila,2024-01-28 08:00:00,51.3,0.733,424.8
sensor_kallio,2024-01-28 08:30:00,58.7,0.723,438.2
sensor_kamppi,2024-01-28 08:30:00,37.8,0.71,416.9
sensor_pasila,2024-01-28 08:30:00,47.9,0.759,463.5
sensor_kallio,2024-01-28 09:00:00,49.0,0.579,402.3
sensor_kamppi,2024-01-28 09:00:00,69.2,0.608,400.2
sensor_pasila,2024-01-28 09:00:00,55.4,0.569,416.7
sensor_kallio,2024-01-28 09:30:00,44.8,0.541,399.7
sensor_kamppi,2024-01-28 09:30:00,47.9,0.56,401.4
sensor_pasila,2024-01-28 09:30:00,52.2,0.555,430.1
sensor_kallio,2024-01-28 10:00:00,57.1,0.296,365.1
sensor_kamppi,2024-01-28 10:00:00,64.5,0.328,378.2
sensor_pasila,2024-01-28 10:00:00,50.7,0.358,354.4
sensor_kallio,2024-01-28 10:30:00,60.6,0.311,361.1
sensor_kamppi,2024-01-28 10:30:00,61.5,0.273,323.9
sensor_pasila,2024-01-28 10:30:00,60.7,0.319,361.8
sensor_kallio,2024-01-28 11:00:00,56.7,0.127,343.5
sensor_kamppi,2024-01-28 11:00:00,55.7,0.121,332.7
sensor_pasila,2024-01-28 11:00:00,59.7,0.194,275.7
sensor_kallio,2024-01-28 11:30:00,52.0,0.131,322.2
sensor_kamppi,2024-01-28 11:30:00,65.6,0.133,304.7
sensor_pasila,2024-01-28 11:30:00,55.6,0.167,335.7
sensor_kallio,2024-01-28 12:00:00,43.7,0.067,272.5
sensor_kamppi,2024-01-28 12:00:00,47.8,0.144,262.7
sensor_pasila,2024-01-28 12:00:00,56.1,0.087,319.6
sensor_kallio,2024-01-28 12:30:00,49.2,0.087,313.6
sensor_kamppi,2024-01-28 12:30:00,74.4,0.095,261.8
sensor_pasila,2024-01-28 12:30:00,54.1,0.106,272.2
sensor_kallio,2024-01-28 13:00:00,52.3,0.139,240.9
sensor_kamppi,2024-01-28 13:00:00,73.4,0.043,225.0
sensor_pasila,2024-01-28 13:00:00,57.2,0.112,281.0
sensor_kallio,2024-01-28 13:30:00,62.6,0.105,221.9
sensor_kamppi,2024-01-28 13:30:00,59.5,0.094,264.5
sensor_pasila,2024-01-28 13:30:00,45.4,0.085,266.3
sensor_kallio,2024-01-28 14:00:00,51.8,0.09,288.1
sensor_kamppi,2024-01-28 14:00:00,48.7,0.112,266.0
sensor_pasila,2024-01-28 14:00:00,49.7,0.028,285.0
sensor_kallio,2024-01-28 14:30:00,56.7,0.076,242.6
sensor_kamppi,2024-01-28 14:30:00,55.5,0.101,269.0
sensor_pasila,2024-01-28 14:30:00,52.6,0.077,256.1
sensor_kallio,2024-01-28 15:00:00,44.9,0.079,334.5
sensor_kamppi,2024-01-28 15:00:00,59.6,0.089,313.4
sensor_pasila,2024-01-28 15:00:00,58.9,0.091,302.5
sensor_kallio,2024-01-28 15:30:00,52.7,0.129,309.7
sensor_kamppi,2024-01-28 15:30:00,51.8,0.091,285.3
sensor_pasila,2024-01-28 15:30:00,49.4,0.133,289.7
sensor_kallio,2024-01-28 16:00:00,48.4,0.051,363.4
sensor_kamppi,2024-01-28 16:00:00,49.7,0.141,361.5
sensor_pasila,2024-01-28 16:00:00,41.3,0.083,382.1
sensor_kallio,2024-01-28 16:30:00,37.5,0.14,318.0
sensor_kamppi,2024-01-28 16:30:00,32.5,0.12,372.7
sensor_pasila,2024-01-28 16:30:00,42.1,0.096,346.1
sensor_kallio,2024-01-28 17:00:00,41.9,0.136,375.3
sensor_kamppi,2024-01-28 17:00:00,51.2,0.112,407.7
sensor_pasila,2024-01-28 17:00:00,49.3,0.132,409.7
sensor_kallio,2024-01-28 17:30:00,50.2,0.063,392.6
sensor_kamppi,2024-01-28 17:30:00,55.8,0.132,402.0
sensor_pasila,2024-01-28 17:30:00,35.8,0.115,392.0
sensor_kallio,2024-01-28 18:00:00,23.1,0.092,416.2
sensor_kamppi,2024-01-28 18:00:00,48.0,0.055,417.2
sensor_pasila,2024-01-28 18:00:00,45.2,0.089,461.5
sensor_kallio,2024-01-28 18:30:00,46.9,0.071,459.3
sensor_kamppi,2024-01-28 18:30:00,47.5,0.082,410.4
sensor_pasila,2024-01-28 18:30:00,44.0,0.07,465.2
sensor_kallio,2024-01-28 19:00:00,41.5,0.069,389.3
sensor_kamppi,2024-01-28 19:00:00,32.6,0.116,410.4
sensor_pasila,2024-01-28 19:00:00,37.3,0.056,461.9
sensor_kallio,2024-01-28 19:30:00,37.5,0.172,443.6
sensor_kamppi,2024-01-28 19:30:00,54.3,0.139,446.7
sensor_pasila,2024-01-28 19:30:00,28.3,0.113,423.9
sensor_kallio,2024-01-28 20:00:00,36.2,0.075,423.5
sensor_kamppi,2024-01-28 20:00:00,32.3,0.091,410.7
sensor_pasila,2024-01-28 20:00:00,18.7,0.124,405.7
sensor_kallio,2024-01-28 20:30:00,45.9,0.113,441.8
sensor_kamppi,2024-01-28 20:30:00,25.1,0.092,393.5
sensor_pasila,2024-01-28 20:30:00,36.2,0.123,373.2
sensor_kallio,2024-01-28 21:00:00,35.5,0.079,337.5
sensor_kamppi,2024-01-28 21:00:00,20.6,0.111,349.6
sensor_pasila,2024-01-28 21:00:00,32.7,0.088,356.9
sensor_kallio,2024-01-28 21:30:00,21.8,0.086,383.6
sensor_kamppi,2024-01-28 21:30:00,35.4,0.127,359.1
sensor_pasila,2024-01-28 21:30:00,39.4,0.068,391.2
sensor_kallio,2024-01-28 22:00:00,39.7,0.069,328.3
sensor_kamppi,2024-01-28 22:00:00,28.2,0.13,328.2
sensor_pasila,2024-01-28 22:00:00,36.9,0.075,280.0
sensor_kallio,2024-01-28 22:30:00,26.0,0.071,306.4
sensor_kamppi,2024-01-28 22:30:00,28.2,0.081,333.9
sensor_pasila,2024-01-28 22:30:00,34.0,0.122,297.0
sensor_kallio,2024-01-28 23:00:00,29.1,0.147,252.8
sensor_kamppi,2024-01-28 23:00:00,27.9,0.112,268.0
sensor_pasila,2024-01-28 23:00:00,38.8,0.085,285.1
sensor_kallio,2024-01-28 23:30:00,26.2,0.089,268.9
sensor_kamppi,2024-01-28 23:30:00,40.8,0.1,296.8
sensor_pasila,2024-01-28 23:30:00,31.6,0.088,258.5
sensor_kallio,2024-01-29 00:00:00,17.2,0.102,326.1
sensor_kamppi,2024-01-29 00:00:00,29.6,0.107,339.8
sensor_pasila,2024-01-29 00:00:00,30.6,0.105,311.4
sensor_kallio,2024-01-29 00:30:00,31.8,0.056,286.5
sensor_kamppi,2024-01-29 00:30:00,19.5,0.119,292.4
sensor_pasila,2024-01-29 00:30:00,28.3,0.123,289.7
sensor_kallio,2024-01-29 01:00:00,21.4,0.055,305.3
sensor_kamppi,2024-01-29 01:00:00,29.4,0.077,217.9
sensor_pasila,2024-01-29 01:00:00,32.9,0.078,243.0
sensor_kallio,2024-01-29 01:30:00,42.5,0.124,265.7
sensor_kamppi,2024-01-29 01:30:00,15.9,0.159,298.8
sensor_pasila,2024-01-29 01:30:00,39.0,0.123,271.1
sensor_kallio,2024-01-29 02:00:00,29.9,0.096,292.8
sensor_kamppi,2024-01-29 02:00:00,31.4,0.066,256.9
sensor_pasila,2024-01-29 02:00:00,30.0,0.15,232.7
sensor_kallio,2024-01-29 02:30:00,26.7,0.091,229.8
sensor_kamppi,2024-01-29 02:30:00,10.0,0.071,232.5
sensor_pasila,2024-01-29 02:30:00,34.9,0.139,267.1
sensor_kallio,2024-01-29 03:00:00,28.5,0.101,284.2
sensor_kamppi,2024-01-29 03:00:00,34.2,0.065,263.0
sensor_pasila,2024-01-29 03:00:00,40.3,0.11,280.1
sensor_kallio,2024-01-29 03:30:00,33.1,0.096,265.8
sensor_kamppi,2024-01-29 03:30:00,33.5,0.062,303.0
sensor_pasila,2024-01-29 03:30:00,33.4,0.092,249.8
sensor_kallio,2024-01-29 04:00:00,34.1,0.037,325.1
sensor_kamppi,2024-01-29 04:00:00,38.3,0.07,318.6
sensor_pasila,2024-01-29 04:00:00,36.9,0.082,274.2
sensor_kallio,2024-01-29 04:30:00,32.8,0.122,307.5
sensor_kamppi,2024-01-29 04:30:00,24.2,0.095,310.3
sensor_pasila,2024-01-29 04:30:00,39.4,0.069,291.1
sensor_kallio,2024-01-29 05:00:00,39.8,0.157,389.3
sensor_kamppi,2024-01-29 05:00:00,40.0,0.098,355.9
sensor_pasila,2024-01-29 05:00:00,41.6,0.123,334.9
sensor_kallio,2024-01-29 05:30:00,35.0,0.153,373.4
sensor_kamppi,2024-01-29 05:30:00,35.1,0.117,368.3
sensor_pasila,2024-01-29 05:30:00,43.5,0.182,353.3
sensor_kallio,2024-01-29 06:00:00,51.7,0.29,382.8
sensor_kamppi,2024-01-29 06:00:00,53.6,0.317,422.6
sensor_pasila,2024-01-29 06:00:00,49.0,0.315,397.7
sensor_kallio,2024-01-29 06:30:00,31.2,0.28,408.6
sensor_kamppi,2024-01-29 06:30:00,39.3,0.312,436.8
sensor_pasila,2024-01-29 06:30:00,44.5,0.272,436.8
sensor_kallio,2024-01-29 07:00:00,71.6,0.583,391.8
sensor_kamppi,2024-01-29 07:00:00,55.5,0.611,443.3
sensor_pasila,2024-01-29 07:00:00,79.3,0.651,434.4
sensor_kallio,2024-01-29 07:30:00,72.9,0.578,439.5
sensor_kamppi,2024-01-29 07:30:00,83.7,0.562,468.0
sensor_pasila,2024-01-29 07:30:00,63.3,0.599,462.1
sensor_kallio,2024-01-29 08:00:00,77.5,0.769,413.5
sensor_kamppi,2024-01-29 08:00:00,92.2,0.785,422.2
sensor_pasila,2024-01-29 08:00:00,66.1,0.722,425.2
sensor_kallio,2024-01-29 08:30:00,61.6,0.757,446.5
sensor_kamppi,2024-01-29 08:30:00,76.5,0.743,460.4
sensor_pasila,2024-01-29 08:30:00,77.0,0.819,423.9
sensor_kallio,2024-01-29 09:00:00,79.5,0.559,403.8
sensor_kamppi,2024-01-29 09:00:00,86.3,0.599,430.5
sensor_pasila,2024-01-29 09:00:00,82.1,0.563,353.8
sensor_kallio,2024-01-29 09:30:00,62.8,0.645,385.9
sensor_kamppi,2024-01-29 09:30:00,88.7,0.567,391.9
sensor_pasila,2024-01-29 09:30:00,80.9,0.612,425.6
sensor_kallio,2024-01-29 10:00:00,50.1,0.323,364.4
sensor_kamppi,2024-01-29 10:00:00,72.0,0.311,380.8
sensor_pasila,2024-01-29 10:00:00,46.6,0.351,394.1
sensor_kallio,2024-01-29 10:30:00,47.5,0.339,345.1
sensor_kamppi,2024-01-29 10:30:00,56.0,0.287,332.7
sensor_pasila,2024-01-29 10:30:00,52.7,0.283,384.1
sensor_kallio,2024-01-29 11:00:00,46.3,0.129,291.4
sensor_kamppi,2024-01-29 11:00:00,61.8,0.153,327.9
sensor_pasila,2024-01-29 11:00:00,50.9,0.152,331.0
sensor_kallio,2024-01-29 11:30:00,51.5,0.134,314.5
sensor_kamppi,2024-01-29 11:30:00,58.6,0.147,285.8
sensor_pasila,2024-01-29 11:30:00,51.4,0.113,369.8
sensor_kallio,2024-01-29 12:00:00,55.2,0.055,264.7
sensor_kamppi,2024-01-29 12:00:00,42.0,0.176,285.0
sensor_pasila,2024-01-29 12:00:00,51.3,0.143,292.7
sensor_kallio,2024-01-29 12:30:00,48.5,0.075,247.1
sensor_kamppi,2024-01-29 12:30:00,50.6,0.104,268.2
sensor_pasila,2024-01-29 12:30:00,56.6,0.115,271.0
sensor_kallio,2024-01-29 13:00:00,58.9,0.046,256.2
sensor_kamppi,2024-01-29 13:00:00,40.2,0.113,275.3
sensor_pasila,2024-01-29 13:00:00,48.9,0.038,297.8
sensor_kallio,2024-01-29 13:30:00,62.3,0.137,238.2
sensor_kamppi,2024-01-29 13:30:00,58.4,0.109,265.7
sensor_pasila,2024-01-29 13:30:00,59.3,0.168,262.4
sensor_kallio,2024-01-29 14:00:00,53.4,0.144,274.2
sensor_kamppi,2024-01-29 14:00:00,50.0,0.103,309.0
sensor_pasila,2024-01-29 14:00:00,57.5,0.025,309.8
sensor_kallio,2024-01-29 14:30:00,49.4,0.06,300.0
sensor_kamppi,2024-01-29 14:30:00,55.8,0.105,273.2
sensor_pasila,2024-01-29 14:30:00,57.9,0.123,258.3
sensor_kallio,2024-01-29 15:00:00,35.4,0.074,301.7
sensor_kamppi,2024-01-29 15:00:00,43.2,0.135,288.6
sensor_pasila,2024-01-29 15:00:00,46.9,0.145,293.4
sensor_kallio,2024-01-29 15:30:00,51.6,0.089,353.5
sensor_kamppi,2024-01-29 15:30:00,52.7,0.068,288.5
sensor_pasila,2024-01-29 15:30:00,43.9,0.063,330.0
sensor_kallio,2024-01-29 16:00:00,60.3,0.114,366.8
sensor_kamppi,2024-01-29 16:00:00,84.1,0.148,390.5
sensor_pasila,2024-01-29 16:00:00,66.9,0.101,339.5
sensor_kallio,2024-01-29 16:30:00,84.9,0.098,392.2
sensor_kamppi,2024-01-29 16:30:00,79.2,0.087,346.0
sensor_pasila,2024-01-29 16:30:00,69.2,0.087,357.9
sensor_kallio,2024-01-29 17:00:00,76.5,0.138,445.1
sensor_kamppi,2024-01-29 17:00:00,50.7,0.067,400.7
